LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,MedianHP,MedianIncome,UnRate,PTAL_average,Pct_badhealth,Pct_qual_above_l4,Pct_elderly,Pct_nonwhite,kMedianHP
E01000750,Bromley 036B,E02000162,Bromley 036,E09000006,Bromley,250000,36160,0.073,1.226,0.066,0.190,0.185,0.088,250.000
E01000751,Bromley 036C,E02000162,Bromley 036,E09000006,Bromley,285000,41140,0.040,2.331,0.034,0.317,0.191,0.177,285.000
E01000752,Bromley 036D,E02000162,Bromley 036,E09000006,Bromley,267000,39590,0.049,1.615,0.047,0.269,0.308,0.050,267.000
E01000753,Bromley 031A,E02000157,Bromley 031,E09000006,Bromley,257500,45120,0.039,2.174,0.042,0.346,0.287,0.065,257.500
E01000754,Bromley 031B,E02000157,Bromley 031,E09000006,Bromley,250000,42420,0.046,3.030,0.024,0.299,0.205,0.105,250.000
E01000755,Bromley 031C,E02000157,Bromley 031,E09000006,Bromley,415000,44580,0.029,3.064,0.032,0.338,0.242,0.082,415.000
E01000756,Bromley 033D,E02000159,Bromley 033,E09000006,Bromley,375500,48820,0.023,2.477,0.026,0.321,0.209,0.115,375.500
E01000757,Bromley 031D,E02000157,Bromley 031,E09000006,Bromley,362500,45980,0.027,2.287,0.025,0.347,0.223,0.054,362.500
E01000758,Bromley 031E,E02000157,Bromley 031,E09000006,Bromley,327525,45170,0.029,4.433,0.033,0.358,0.219,0.095,327.525
E01000759,Bromley 034A,E02000160,Bromley 034,E09000006,Bromley,355000,44030,0.036,0.995,0.023,0.297,0.160,0.053,355.000
E01000760,Bromley 034B,E02000160,Bromley 034,E09000006,Bromley,315000,42220,0.038,2.067,0.039,0.270,0.200,0.065,315.000
E01000761,Bromley 034C,E02000160,Bromley 034,E09000006,Bromley,352500,43040,0.047,1.322,0.023,0.270,0.150,0.071,352.500
E01000762,Bromley 018D,E02000144,Bromley 018,E09000006,Bromley,255000,43790,0.058,2.189,0.039,0.395,0.235,0.165,255.000
E01000763,Bromley 027A,E02000153,Bromley 027,E09000006,Bromley,365000,44450,0.033,2.299,0.025,0.279,0.158,0.081,365.000
E01000764,Bromley 027B,E02000153,Bromley 027,E09000006,Bromley,275000,41170,0.037,2.019,0.041,0.272,0.183,0.108,275.000
E01000765,Bromley 034D,E02000160,Bromley 034,E09000006,Bromley,330000,43780,0.040,2.744,0.031,0.331,0.165,0.065,330.000
E01000766,Bromley 027C,E02000153,Bromley 027,E09000006,Bromley,385000,45410,0.028,2.916,0.020,0.317,0.180,0.072,385.000
E01000767,Bromley 027D,E02000153,Bromley 027,E09000006,Bromley,362500,44930,0.034,3.370,0.026,0.346,0.159,0.074,362.500
E01000768,Bromley 034E,E02000160,Bromley 034,E09000006,Bromley,213750,43720,0.043,3.417,0.046,0.388,0.199,0.069,213.750
E01000769,Bromley 024A,E02000150,Bromley 024,E09000006,Bromley,342250,43000,0.035,2.738,0.044,0.296,0.119,0.161,342.250
E01000770,Bromley 012D,E02000138,Bromley 012,E09000006,Bromley,392000,46650,0.035,3.132,0.033,0.469,0.295,0.101,392.000
E01000771,Bromley 041C,E02006787,Bromley 041,E09000006,Bromley,350000,44510,0.044,3.213,0.023,0.404,0.157,0.182,350.000
E01000772,Bromley 012E,E02000138,Bromley 012,E09000006,Bromley,349995,44940,0.024,2.392,0.042,0.434,0.290,0.124,349.995
E01000773,Bromley 024B,E02000150,Bromley 024,E09000006,Bromley,385000,42740,0.036,2.144,0.039,0.339,0.212,0.123,385.000
E01000774,Bromley 041D,E02006787,Bromley 041,E09000006,Bromley,315000,42650,0.046,3.062,0.033,0.298,0.142,0.174,315.000
E01000775,Bromley 024C,E02000150,Bromley 024,E09000006,Bromley,358500,45280,0.034,2.091,0.026,0.342,0.146,0.193,358.500
E01000777,Bromley 024D,E02000150,Bromley 024,E09000006,Bromley,327500,42470,0.043,2.864,0.034,0.292,0.146,0.156,327.500
E01000778,Bromley 024E,E02000150,Bromley 024,E09000006,Bromley,270000,39790,0.050,2.144,0.028,0.249,0.135,0.173,270.000
E01000779,Bromley 001A,E02000127,Bromley 001,E09000006,Bromley,185000,36060,0.059,2.317,0.052,0.336,0.211,0.199,185.000
E01000780,Bromley 001B,E02000127,Bromley 001,E09000006,Bromley,213750,32470,0.077,2.527,0.053,0.234,0.150,0.228,213.750
E01000781,Bromley 001C,E02000127,Bromley 001,E09000006,Bromley,175000,30310,0.118,2.877,0.064,0.160,0.116,0.192,175.000
E01000782,Bromley 001D,E02000127,Bromley 001,E09000006,Bromley,179000,29250,0.102,2.752,0.071,0.154,0.130,0.223,179.000
E01000783,Bromley 001E,E02000127,Bromley 001,E09000006,Bromley,175500,29800,0.110,2.895,0.069,0.158,0.127,0.184,175.500
E01000784,Bromley 002E,E02000128,Bromley 002,E09000006,Bromley,285000,38560,0.046,2.316,0.031,0.309,0.113,0.122,285.000
E01000785,Bromley 001F,E02000127,Bromley 001,E09000006,Bromley,185500,30800,0.086,1.856,0.069,0.194,0.146,0.143,185.500
E01000786,Bromley 032A,E02000158,Bromley 032,E09000006,Bromley,307500,38960,0.046,1.779,0.042,0.286,0.324,0.068,307.500
E01000787,Bromley 029C,E02000155,Bromley 029,E09000006,Bromley,203500,34420,0.077,2.293,0.058,0.190,0.260,0.088,203.500
E01000788,Bromley 029D,E02000155,Bromley 029,E09000006,Bromley,225998,36230,0.063,3.304,0.048,0.254,0.173,0.174,225.998
E01000789,Bromley 032B,E02000158,Bromley 032,E09000006,Bromley,160750,30700,0.142,2.722,0.048,0.152,0.063,0.204,160.750
E01000790,Bromley 028C,E02000154,Bromley 028,E09000006,Bromley,210000,39170,0.054,6.147,0.040,0.373,0.146,0.193,210.000
E01000791,Bromley 029E,E02000155,Bromley 029,E09000006,Bromley,267500,36890,0.050,2.122,0.049,0.209,0.279,0.098,267.500
E01000792,Bromley 032C,E02000158,Bromley 032,E09000006,Bromley,250000,37210,0.064,2.129,0.049,0.248,0.250,0.172,250.000
E01000793,Bromley 032D,E02000158,Bromley 032,E09000006,Bromley,365000,41560,0.031,2.409,0.038,0.354,0.269,0.070,365.000
E01000794,Bromley 035E,E02000161,Bromley 035,E09000006,Bromley,380000,41940,0.039,2.387,0.037,0.330,0.249,0.074,380.000
E01000795,Bromley 032E,E02000158,Bromley 032,E09000006,Bromley,280000,37730,0.050,1.783,0.048,0.246,0.171,0.090,280.000
E01000796,Bromley 009C,E02000135,Bromley 009,E09000006,Bromley,200000,30010,0.125,4.047,0.057,0.219,0.072,0.509,200.000
E01000797,Bromley 013E,E02000139,Bromley 013,E09000006,Bromley,268288,41820,0.046,4.266,0.044,0.482,0.109,0.153,268.288
E01000798,Bromley 009D,E02000135,Bromley 009,E09000006,Bromley,262500,28230,0.156,4.351,0.070,0.218,0.083,0.421,262.500
E01000799,Bromley 004A,E02000130,Bromley 004,E09000006,Bromley,285000,36980,0.082,4.821,0.038,0.374,0.088,0.350,285.000
E01000800,Bromley 009E,E02000135,Bromley 009,E09000006,Bromley,171000,32040,0.103,3.963,0.054,0.350,0.055,0.418,171.000
E01000801,Bromley 015E,E02000141,Bromley 015,E09000006,Bromley,162000,34840,0.075,4.195,0.064,0.302,0.130,0.301,162.000
E01000802,Bromley 004B,E02000130,Bromley 004,E09000006,Bromley,250000,37420,0.078,4.170,0.044,0.432,0.088,0.329,250.000
E01000803,Bromley 004C,E02000130,Bromley 004,E09000006,Bromley,250000,38200,0.064,3.920,0.042,0.441,0.118,0.312,250.000
E01000804,Bromley 004D,E02000130,Bromley 004,E09000006,Bromley,387500,42030,0.047,2.692,0.033,0.457,0.163,0.253,387.500
E01000805,Bromley 004E,E02000130,Bromley 004,E09000006,Bromley,255000,36990,0.075,4.203,0.042,0.389,0.125,0.271,255.000
E01000806,Bromley 009F,E02000135,Bromley 009,E09000006,Bromley,220000,31840,0.103,4.898,0.041,0.324,0.051,0.458,220.000
E01000807,Bromley 022C,E02000148,Bromley 022,E09000006,Bromley,468000,46500,0.042,3.207,0.023,0.376,0.175,0.097,468.000
E01000808,Bromley 025A,E02000151,Bromley 025,E09000006,Bromley,431250,46960,0.035,1.610,0.035,0.366,0.216,0.102,431.250
E01000809,Bromley 022D,E02000148,Bromley 022,E09000006,Bromley,355000,44380,0.045,3.021,0.030,0.305,0.223,0.060,355.000
E01000810,Bromley 025B,E02000151,Bromley 025,E09000006,Bromley,460000,48130,0.037,2.613,0.032,0.397,0.229,0.079,460.000
E01000811,Bromley 025C,E02000151,Bromley 025,E09000006,Bromley,370000,45020,0.034,3.905,0.033,0.316,0.174,0.086,370.000
E01000812,Bromley 028D,E02000154,Bromley 028,E09000006,Bromley,374500,42460,0.039,2.502,0.043,0.357,0.216,0.113,374.500
E01000813,Bromley 025D,E02000151,Bromley 025,E09000006,Bromley,300753,44270,0.042,2.972,0.040,0.301,0.234,0.099,300.753
E01000814,Bromley 028E,E02000154,Bromley 028,E09000006,Bromley,500000,48380,0.024,3.208,0.022,0.420,0.202,0.111,500.000
E01000815,Bromley 025E,E02000151,Bromley 025,E09000006,Bromley,565000,49710,0.021,2.401,0.027,0.395,0.204,0.078,565.000
E01000816,Bromley 040A,E02006782,Bromley 040,E09000006,Bromley,249998,37840,0.056,2.873,0.038,0.283,0.147,0.263,249.998
E01000818,Bromley 040B,E02006782,Bromley 040,E09000006,Bromley,300000,39820,0.036,1.576,0.033,0.306,0.170,0.191,300.000
E01000819,Bromley 040C,E02006782,Bromley 040,E09000006,Bromley,230000,34510,0.106,2.787,0.067,0.250,0.133,0.251,230.000
E01000820,Bromley 008C,E02000134,Bromley 008,E09000006,Bromley,245500,40310,0.046,2.826,0.054,0.397,0.172,0.152,245.500
E01000822,Bromley 008D,E02000134,Bromley 008,E09000006,Bromley,250000,39510,0.064,2.897,0.042,0.370,0.136,0.196,250.000
E01000823,Bromley 008E,E02000134,Bromley 008,E09000006,Bromley,240000,41840,0.041,3.683,0.023,0.461,0.097,0.113,240.000
E01000824,Bromley 008F,E02000134,Bromley 008,E09000006,Bromley,198000,40040,0.064,4.297,0.040,0.396,0.085,0.156,198.000
E01000825,Bromley 008G,E02000134,Bromley 008,E09000006,Bromley,228000,39080,0.068,3.455,0.050,0.373,0.148,0.157,228.000
E01000826,Bromley 021A,E02000147,Bromley 021,E09000006,Bromley,569950,51470,0.028,1.285,0.015,0.436,0.180,0.121,569.950
E01000827,Bromley 021B,E02000147,Bromley 021,E09000006,Bromley,237500,44110,0.051,2.465,0.035,0.411,0.226,0.184,237.500
E01000828,Bromley 011E,E02000137,Bromley 011,E09000006,Bromley,270000,43010,0.041,3.219,0.041,0.404,0.216,0.168,270.000
E01000829,Bromley 018E,E02000144,Bromley 018,E09000006,Bromley,270000,44610,0.041,4.934,0.027,0.419,0.133,0.178,270.000
E01000830,Bromley 021C,E02000147,Bromley 021,E09000006,Bromley,725000,52120,0.030,1.639,0.017,0.469,0.197,0.147,725.000
E01000831,Bromley 021D,E02000147,Bromley 021,E09000006,Bromley,266250,45230,0.043,2.628,0.040,0.464,0.234,0.137,266.250
E01000832,Bromley 030A,E02000156,Bromley 030,E09000006,Bromley,397500,44130,0.037,2.614,0.031,0.347,0.194,0.144,397.500
E01000833,Bromley 021E,E02000147,Bromley 021,E09000006,Bromley,490000,48940,0.041,1.704,0.018,0.351,0.140,0.119,490.000
E01000834,Bromley 027E,E02000153,Bromley 027,E09000006,Bromley,385000,45790,0.025,1.856,0.013,0.287,0.139,0.092,385.000
E01000835,Bromley 030B,E02000156,Bromley 030,E09000006,Bromley,310500,42930,0.039,2.927,0.032,0.292,0.172,0.108,310.500
E01000836,Bromley 030C,E02000156,Bromley 030,E09000006,Bromley,367500,45040,0.031,2.132,0.021,0.360,0.145,0.109,367.500
E01000837,Bromley 030D,E02000156,Bromley 030,E09000006,Bromley,286000,41650,0.044,2.565,0.053,0.317,0.228,0.147,286.000
E01000838,Bromley 030E,E02000156,Bromley 030,E09000006,Bromley,362616,43250,0.027,2.406,0.047,0.297,0.241,0.097,362.616
E01000839,Bromley 030F,E02000156,Bromley 030,E09000006,Bromley,413266,45650,0.035,1.349,0.017,0.355,0.165,0.089,413.266
E01000840,Bromley 030G,E02000156,Bromley 030,E09000006,Bromley,455000,43000,0.030,1.853,0.050,0.319,0.325,0.066,455.000
E01000841,Bromley 030H,E02000156,Bromley 030,E09000006,Bromley,307500,43910,0.033,2.109,0.026,0.330,0.203,0.090,307.500
E01000842,Camden 011A,E02000176,Camden 011,E09000007,Camden,725000,53870,0.039,4.139,0.025,0.698,0.139,0.190,725.000
E01000843,Camden 014A,E02000179,Camden 014,E09000007,Camden,675000,47570,0.068,4.000,0.037,0.632,0.109,0.288,675.000
E01000844,Camden 011B,E02000176,Camden 011,E09000007,Camden,650000,53700,0.031,4.438,0.030,0.709,0.097,0.245,650.000
E01000845,Camden 014B,E02000179,Camden 014,E09000007,Camden,525000,48940,0.037,3.736,0.045,0.639,0.118,0.219,525.000
E01000846,Camden 014C,E02000179,Camden 014,E09000007,Camden,1077500,44850,0.095,3.364,0.063,0.424,0.141,0.413,1077.500
E01000847,Camden 014D,E02000179,Camden 014,E09000007,Camden,530000,45230,0.087,4.612,0.052,0.461,0.112,0.407,530.000
E01000848,Camden 011C,E02000176,Camden 011,E09000007,Camden,765000,53770,0.039,4.325,0.028,0.674,0.122,0.212,765.000
E01000849,Camden 011D,E02000176,Camden 011,E09000007,Camden,525000,50250,0.032,4.661,0.029,0.687,0.128,0.240,525.000
E01000850,Camden 026A,E02000191,Camden 026,E09000007,Camden,885000,45690,0.031,7.970,0.038,0.578,0.083,0.361,885.000
E01000851,Camden 026B,E02000191,Camden 026,E09000007,Camden,469000,41510,0.039,8.000,0.026,0.388,0.046,0.381,469.000
E01000852,Camden 026C,E02000191,Camden 026,E09000007,Camden,330000,37990,0.042,8.000,0.032,0.398,0.098,0.412,330.000
E01000853,Camden 025A,E02000190,Camden 025,E09000007,Camden,465000,36200,0.134,8.000,0.103,0.375,0.194,0.403,465.000
E01000854,Camden 026D,E02000191,Camden 026,E09000007,Camden,580000,37500,0.065,8.000,0.052,0.408,0.079,0.583,580.000
E01000855,Camden 028A,E02000193,Camden 028,E09000007,Camden,225000,40280,0.045,7.912,0.036,0.645,0.126,0.285,225.000
E01000856,Camden 019A,E02000184,Camden 019,E09000007,Camden,320000,36180,0.119,7.181,0.075,0.384,0.066,0.429,320.000
E01000857,Camden 018A,E02000183,Camden 018,E09000007,Camden,690000,47780,0.030,3.482,0.057,0.586,0.144,0.192,690.000
E01000858,Camden 018B,E02000183,Camden 018,E09000007,Camden,440000,37890,0.097,5.900,0.092,0.355,0.075,0.422,440.000
E01000859,Camden 018C,E02000183,Camden 018,E09000007,Camden,895000,52080,0.040,3.621,0.036,0.690,0.121,0.131,895.000
E01000860,Camden 018D,E02000183,Camden 018,E09000007,Camden,590000,46840,0.045,2.999,0.067,0.586,0.231,0.171,590.000
E01000861,Camden 019B,E02000184,Camden 019,E09000007,Camden,390000,36930,0.074,7.368,0.054,0.483,0.076,0.305,390.000
E01000862,Camden 018E,E02000183,Camden 018,E09000007,Camden,632500,51260,0.029,5.211,0.025,0.689,0.144,0.180,632.500
E01000863,Camden 021A,E02000186,Camden 021,E09000007,Camden,487500,43530,0.065,7.229,0.042,0.554,0.076,0.234,487.500
E01000864,Camden 015A,E02000180,Camden 015,E09000007,Camden,510000,41410,0.058,3.211,0.053,0.555,0.082,0.264,510.000
E01000865,Camden 015B,E02000180,Camden 015,E09000007,Camden,435000,44120,0.048,4.641,0.035,0.455,0.076,0.257,435.000
E01000866,Camden 009A,E02000174,Camden 009,E09000007,Camden,429250,38320,0.071,6.349,0.076,0.504,0.118,0.294,429.250
E01000867,Camden 015C,E02000180,Camden 015,E09000007,Camden,374975,34610,0.070,6.926,0.072,0.418,0.095,0.407,374.975
E01000868,Camden 015D,E02000180,Camden 015,E09000007,Camden,267500,32620,0.129,2.401,0.083,0.337,0.062,0.524,267.500
E01000869,Camden 015E,E02000180,Camden 015,E09000007,Camden,406000,40220,0.061,4.264,0.053,0.547,0.090,0.275,406.000
E01000870,Camden 009B,E02000174,Camden 009,E09000007,Camden,375000,37560,0.074,5.661,0.076,0.490,0.102,0.252,375.000
E01000871,Camden 005A,E02000170,Camden 005,E09000007,Camden,650000,48540,0.065,3.948,0.038,0.578,0.109,0.297,650.000
E01000872,Camden 005B,E02000170,Camden 005,E09000007,Camden,342475,41660,0.055,5.133,0.042,0.516,0.057,0.331,342.475
E01000873,Camden 005C,E02000170,Camden 005,E09000007,Camden,560000,50100,0.042,3.784,0.038,0.655,0.104,0.187,560.000
E01000874,Camden 005D,E02000170,Camden 005,E09000007,Camden,615000,51520,0.036,5.877,0.021,0.675,0.135,0.244,615.000
E01000875,Camden 013A,E02000178,Camden 013,E09000007,Camden,335750,40110,0.057,4.923,0.055,0.561,0.086,0.325,335.750
E01000876,Camden 013B,E02000178,Camden 013,E09000007,Camden,330000,36960,0.097,4.626,0.085,0.444,0.096,0.416,330.000
E01000877,Camden 005E,E02000170,Camden 005,E09000007,Camden,845000,51640,0.052,5.007,0.036,0.642,0.097,0.209,845.000
E01000878,Camden 004A,E02000169,Camden 004,E09000007,Camden,725000,54200,0.045,4.317,0.031,0.456,0.152,0.315,725.000
E01000879,Camden 004B,E02000169,Camden 004,E09000007,Camden,812500,56600,0.045,4.923,0.025,0.600,0.141,0.196,812.500
E01000880,Camden 004C,E02000169,Camden 004,E09000007,Camden,930500,58680,0.033,5.785,0.018,0.681,0.121,0.242,930.500
E01000881,Camden 008A,E02000173,Camden 008,E09000007,Camden,546436,51190,0.046,6.414,0.035,0.623,0.101,0.321,546.436
E01000882,Camden 008B,E02000173,Camden 008,E09000007,Camden,837500,56810,0.026,5.438,0.013,0.722,0.118,0.191,837.500
E01000883,Camden 008C,E02000173,Camden 008,E09000007,Camden,620000,51730,0.050,6.784,0.029,0.642,0.121,0.359,620.000
E01000884,Camden 004D,E02000169,Camden 004,E09000007,Camden,1030000,61760,0.034,2.653,0.022,0.653,0.125,0.201,1030.000
E01000885,Camden 004E,E02000169,Camden 004,E09000007,Camden,1572500,65350,0.031,2.571,0.035,0.566,0.240,0.243,1572.500
E01000886,Camden 006A,E02000171,Camden 006,E09000007,Camden,442500,47490,0.044,3.964,0.042,0.621,0.118,0.172,442.500
E01000887,Camden 006B,E02000171,Camden 006,E09000007,Camden,419000,45000,0.058,4.766,0.052,0.609,0.108,0.229,419.000
E01000888,Camden 006C,E02000171,Camden 006,E09000007,Camden,495000,45590,0.066,4.182,0.056,0.591,0.101,0.224,495.000
E01000889,Camden 007A,E02000172,Camden 007,E09000007,Camden,275000,31350,0.118,3.646,0.111,0.285,0.105,0.391,275.000
E01000890,Camden 007B,E02000172,Camden 007,E09000007,Camden,221000,27980,0.133,4.073,0.130,0.248,0.166,0.390,221.000
E01000891,Camden 007C,E02000172,Camden 007,E09000007,Camden,275750,28020,0.138,3.192,0.111,0.275,0.119,0.433,275.750
E01000892,Camden 006D,E02000171,Camden 006,E09000007,Camden,525000,46280,0.050,4.832,0.056,0.566,0.134,0.256,525.000
E01000893,Camden 002A,E02000167,Camden 002,E09000007,Camden,740000,58080,0.036,3.243,0.027,0.726,0.153,0.119,740.000
E01000894,Camden 002B,E02000167,Camden 002,E09000007,Camden,975000,64030,0.036,3.872,0.021,0.713,0.161,0.158,975.000
E01000895,Camden 002C,E02000167,Camden 002,E09000007,Camden,760000,54420,0.030,3.941,0.052,0.621,0.179,0.202,760.000
E01000896,Camden 002D,E02000167,Camden 002,E09000007,Camden,922500,60400,0.039,4.370,0.030,0.736,0.177,0.152,922.500
E01000897,Camden 008D,E02000173,Camden 008,E09000007,Camden,733750,59400,0.033,4.633,0.024,0.735,0.152,0.205,733.750
E01000898,Camden 008E,E02000173,Camden 008,E09000007,Camden,765000,51800,0.050,4.976,0.055,0.635,0.116,0.415,765.000
E01000899,Camden 002E,E02000167,Camden 002,E09000007,Camden,1526896,63980,0.025,3.010,0.025,0.626,0.176,0.129,1526.896
E01000900,Camden 012A,E02000177,Camden 012,E09000007,Camden,370000,36320,0.088,4.336,0.079,0.424,0.112,0.278,370.000
E01000901,Camden 007D,E02000172,Camden 007,E09000007,Camden,275000,29340,0.114,4.586,0.073,0.344,0.064,0.502,275.000
E01000902,Camden 012B,E02000177,Camden 012,E09000007,Camden,275000,31680,0.106,3.193,0.079,0.358,0.100,0.469,275.000
E01000903,Camden 006E,E02000171,Camden 006,E09000007,Camden,560000,44680,0.069,3.842,0.060,0.567,0.145,0.259,560.000
E01000904,Camden 012C,E02000177,Camden 012,E09000007,Camden,325000,34970,0.088,6.699,0.072,0.408,0.102,0.337,325.000
E01000905,Camden 012D,E02000177,Camden 012,E09000007,Camden,351500,29440,0.119,5.031,0.100,0.271,0.126,0.479,351.500
E01000906,Camden 012E,E02000177,Camden 012,E09000007,Camden,440000,42580,0.039,4.699,0.046,0.672,0.142,0.225,440.000
E01000907,Camden 001A,E02000166,Camden 001,E09000007,Camden,415000,39200,0.099,4.600,0.087,0.442,0.114,0.265,415.000
E01000908,Camden 001B,E02000166,Camden 001,E09000007,Camden,282500,40040,0.080,2.855,0.094,0.504,0.133,0.276,282.500
E01000909,Camden 001C,E02000166,Camden 001,E09000007,Camden,435000,52000,0.049,3.261,0.045,0.619,0.179,0.159,435.000
E01000910,Camden 003A,E02000168,Camden 003,E09000007,Camden,509000,54620,0.039,4.659,0.030,0.663,0.156,0.158,509.000
E01000911,Camden 003B,E02000168,Camden 003,E09000007,Camden,425000,44060,0.064,4.917,0.053,0.533,0.138,0.220,425.000
E01000912,Camden 001D,E02000166,Camden 001,E09000007,Camden,500000,40870,0.088,4.635,0.082,0.472,0.142,0.227,500.000
E01000913,Camden 001E,E02000166,Camden 001,E09000007,Camden,1000000,56610,0.021,2.810,0.031,0.652,0.195,0.118,1000.000
E01000914,Camden 028B,E02000193,Camden 028,E09000007,Camden,468000,40900,0.050,7.999,0.045,0.575,0.111,0.321,468.000
E01000915,Camden 027A,E02000192,Camden 027,E09000007,Camden,480000,36290,0.103,7.976,0.084,0.375,0.113,0.504,480.000
E01000916,Camden 027B,E02000192,Camden 027,E09000007,Camden,522500,39950,0.057,7.981,0.062,0.524,0.082,0.374,522.500
E01000917,Camden 027C,E02000192,Camden 027,E09000007,Camden,320000,32420,0.140,7.980,0.094,0.334,0.090,0.484,320.000
E01000918,Camden 028C,E02000193,Camden 028,E09000007,Camden,650000,40970,0.076,8.000,0.059,0.463,0.107,0.374,650.000
E01000919,Camden 028D,E02000193,Camden 028,E09000007,Camden,635175,42040,0.047,8.000,0.045,0.408,0.071,0.431,635.175
E01000920,Camden 027D,E02000192,Camden 027,E09000007,Camden,637500,40450,0.057,7.451,0.050,0.533,0.091,0.316,637.500
E01000921,Camden 003C,E02000168,Camden 003,E09000007,Camden,342495,41550,0.048,5.942,0.041,0.610,0.065,0.236,342.495
E01000922,Camden 007E,E02000172,Camden 007,E09000007,Camden,387500,36890,0.060,5.871,0.047,0.442,0.083,0.277,387.500
E01000923,Camden 003D,E02000168,Camden 003,E09000007,Camden,480000,44890,0.071,5.618,0.076,0.579,0.116,0.209,480.000
E01000924,Camden 009C,E02000174,Camden 009,E09000007,Camden,460000,41220,0.050,5.007,0.049,0.630,0.097,0.213,460.000
E01000925,Camden 009D,E02000174,Camden 009,E09000007,Camden,350000,33350,0.119,5.308,0.079,0.343,0.116,0.447,350.000
E01000926,Camden 009E,E02000174,Camden 009,E09000007,Camden,730000,39530,0.039,5.000,0.051,0.610,0.062,0.407,730.000
E01000927,Camden 007F,E02000172,Camden 007,E09000007,Camden,537550,42190,0.045,6.725,0.047,0.592,0.105,0.232,537.550
E01000928,Camden 003E,E02000168,Camden 003,E09000007,Camden,346500,41520,0.057,5.691,0.060,0.506,0.135,0.255,346.500
E01000929,Camden 020A,E02000185,Camden 020,E09000007,Camden,392500,35950,0.122,4.833,0.091,0.314,0.105,0.466,392.500
E01000930,Camden 020B,E02000185,Camden 020,E09000007,Camden,320000,30710,0.093,6.678,0.088,0.399,0.169,0.416,320.000
E01000931,Camden 013C,E02000178,Camden 013,E09000007,Camden,320000,32680,0.109,5.711,0.088,0.374,0.098,0.410,320.000
E01000932,Camden 013D,E02000178,Camden 013,E09000007,Camden,388000,40530,0.042,6.082,0.061,0.610,0.081,0.303,388.000
E01000933,Camden 020C,E02000185,Camden 020,E09000007,Camden,475000,39670,0.065,6.718,0.056,0.583,0.104,0.270,475.000
E01000934,Camden 020D,E02000185,Camden 020,E09000007,Camden,287000,31080,0.113,4.411,0.080,0.365,0.147,0.484,287.000
E01000935,Camden 020E,E02000185,Camden 020,E09000007,Camden,505000,31810,0.104,3.844,0.070,0.351,0.073,0.477,505.000
E01000936,Camden 024A,E02000189,Camden 024,E09000007,Camden,308750,32950,0.102,6.904,0.054,0.423,0.060,0.511,308.750
E01000937,Camden 025B,E02000190,Camden 025,E09000007,Camden,300000,33460,0.073,7.598,0.039,0.478,0.055,0.477,300.000
E01000938,Camden 024B,E02000189,Camden 024,E09000007,Camden,385000,32790,0.105,8.000,0.050,0.391,0.050,0.539,385.000
E01000939,Camden 024C,E02000189,Camden 024,E09000007,Camden,385000,31200,0.137,8.000,0.070,0.238,0.095,0.666,385.000
E01000940,Camden 024D,E02000189,Camden 024,E09000007,Camden,390000,33410,0.122,8.000,0.063,0.460,0.116,0.487,390.000
E01000941,Camden 025C,E02000190,Camden 025,E09000007,Camden,330000,30460,0.121,8.000,0.098,0.281,0.106,0.525,330.000
E01000942,Camden 025D,E02000190,Camden 025,E09000007,Camden,332500,35700,0.043,8.000,0.024,0.347,0.054,0.396,332.500
E01000943,Camden 025E,E02000190,Camden 025,E09000007,Camden,370000,35970,0.076,8.000,0.043,0.567,0.074,0.363,370.000
E01000944,Camden 023A,E02000188,Camden 023,E09000007,Camden,355000,30380,0.118,6.621,0.062,0.202,0.068,0.518,355.000
E01000945,Camden 023B,E02000188,Camden 023,E09000007,Camden,340000,33100,0.068,7.992,0.043,0.321,0.060,0.532,340.000
E01000946,Camden 021B,E02000186,Camden 021,E09000007,Camden,560775,41840,0.048,6.395,0.058,0.498,0.135,0.354,560.775
E01000947,Camden 021C,E02000186,Camden 021,E09000007,Camden,400000,36710,0.079,7.141,0.058,0.494,0.061,0.363,400.000
E01000948,Camden 021D,E02000186,Camden 021,E09000007,Camden,690000,41770,0.046,6.522,0.067,0.514,0.141,0.260,690.000
E01000949,Camden 023C,E02000188,Camden 023,E09000007,Camden,356500,33550,0.085,5.195,0.052,0.306,0.121,0.402,356.500
E01000950,Camden 023D,E02000188,Camden 023,E09000007,Camden,220000,27140,0.134,7.275,0.088,0.223,0.080,0.603,220.000
E01000951,Camden 023E,E02000188,Camden 023,E09000007,Camden,289000,28190,0.135,7.226,0.076,0.278,0.121,0.536,289.000
E01000952,Camden 022A,E02000187,Camden 022,E09000007,Camden,350600,29030,0.101,7.393,0.096,0.267,0.108,0.488,350.600
E01000953,Camden 022B,E02000187,Camden 022,E09000007,Camden,370000,29180,0.091,7.189,0.118,0.251,0.139,0.532,370.000
E01000954,Camden 022C,E02000187,Camden 022,E09000007,Camden,371000,27650,0.134,7.425,0.081,0.183,0.098,0.559,371.000
E01000955,Camden 022D,E02000187,Camden 022,E09000007,Camden,317500,28420,0.104,7.931,0.092,0.225,0.113,0.485,317.500
E01000956,Camden 022E,E02000187,Camden 022,E09000007,Camden,430000,31750,0.109,8.000,0.071,0.329,0.057,0.588,430.000
E01000957,Camden 019C,E02000184,Camden 019,E09000007,Camden,320000,34320,0.088,4.608,0.071,0.418,0.073,0.389,320.000
E01000958,Camden 019D,E02000184,Camden 019,E09000007,Camden,343000,34000,0.084,6.970,0.055,0.377,0.049,0.460,343.000
