LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,MedianHP,MedianIncome,UnRate,PTAL_average,Pct_badhealth,Pct_qual_above_l4,Pct_elderly,Pct_nonwhite,kMedianHP
E01000183,Barnet 033A,E02000056,Barnet 033,E09000003,Barnet,337500,45880,0.029,1.887,0.056,0.580,0.194,0.234,337.500
E01000184,Barnet 027C,E02000050,Barnet 027,E09000003,Barnet,225000,33140,0.094,1.856,0.064,0.287,0.108,0.431,225.000
E01000185,Barnet 029F,E02000052,Barnet 029,E09000003,Barnet,202000,32220,0.122,1.835,0.068,0.323,0.094,0.512,202.000
E01000186,Barnet 014A,E02000037,Barnet 014,E09000003,Barnet,486250,43250,0.039,2.941,0.035,0.416,0.140,0.297,486.250
E01000187,Barnet 014B,E02000037,Barnet 014,E09000003,Barnet,395000,38650,0.064,2.337,0.047,0.338,0.170,0.307,395.000
E01000188,Barnet 014C,E02000037,Barnet 014,E09000003,Barnet,592500,44020,0.030,1.838,0.033,0.412,0.152,0.312,592.500
E01000189,Barnet 014D,E02000037,Barnet 014,E09000003,Barnet,271500,31430,0.145,0.974,0.055,0.253,0.061,0.589,271.500
E01000190,Barnet 014E,E02000037,Barnet 014,E09000003,Barnet,465000,41870,0.046,1.925,0.035,0.402,0.155,0.305,465.000
E01000191,Barnet 014F,E02000037,Barnet 014,E09000003,Barnet,499950,42710,0.044,3.326,0.050,0.435,0.192,0.350,499.950
E01000192,Barnet 018A,E02000041,Barnet 018,E09000003,Barnet,307500,37510,0.053,5.593,0.038,0.384,0.157,0.380,307.500
E01000193,Barnet 018B,E02000041,Barnet 018,E09000003,Barnet,420000,38270,0.050,5.155,0.040,0.391,0.152,0.385,420.000
E01000194,Barnet 018C,E02000041,Barnet 018,E09000003,Barnet,319500,35590,0.066,4.282,0.037,0.345,0.120,0.504,319.500
E01000195,Barnet 013A,E02000036,Barnet 013,E09000003,Barnet,175000,31470,0.105,1.571,0.058,0.242,0.092,0.457,175.000
E01000196,Barnet 028A,E02000051,Barnet 028,E09000003,Barnet,323750,40680,0.059,4.438,0.044,0.480,0.168,0.357,323.750
E01000197,Barnet 023A,E02000046,Barnet 023,E09000003,Barnet,400000,41870,0.063,3.235,0.034,0.484,0.103,0.362,400.000
E01000198,Barnet 025A,E02000048,Barnet 025,E09000003,Barnet,482500,43490,0.032,1.768,0.027,0.484,0.126,0.331,482.500
E01000199,Barnet 025B,E02000048,Barnet 025,E09000003,Barnet,472500,45740,0.032,1.936,0.036,0.507,0.228,0.275,472.500
E01000200,Barnet 028B,E02000051,Barnet 028,E09000003,Barnet,318000,43400,0.052,3.099,0.042,0.478,0.250,0.304,318.000
E01000201,Barnet 028C,E02000051,Barnet 028,E09000003,Barnet,1170000,51120,0.042,2.603,0.031,0.475,0.180,0.336,1170.000
E01000202,Barnet 028D,E02000051,Barnet 028,E09000003,Barnet,352500,46690,0.039,2.941,0.028,0.540,0.154,0.283,352.500
E01000203,Barnet 028E,E02000051,Barnet 028,E09000003,Barnet,377500,39830,0.074,2.357,0.049,0.399,0.133,0.437,377.500
E01000204,Barnet 025C,E02000048,Barnet 025,E09000003,Barnet,340000,43580,0.060,3.626,0.031,0.530,0.149,0.295,340.000
E01000205,Barnet 035A,E02000058,Barnet 035,E09000003,Barnet,575000,50700,0.037,2.081,0.019,0.566,0.156,0.221,575.000
E01000206,Barnet 033B,E02000056,Barnet 033,E09000003,Barnet,3175000,72430,0.046,1.895,0.029,0.509,0.191,0.242,3175.000
E01000207,Barnet 033C,E02000056,Barnet 033,E09000003,Barnet,1205000,55210,0.039,2.245,0.030,0.556,0.174,0.174,1205.000
E01000208,Barnet 033D,E02000056,Barnet 033,E09000003,Barnet,570000,52080,0.037,3.103,0.029,0.584,0.163,0.225,570.000
E01000209,Barnet 035B,E02000058,Barnet 035,E09000003,Barnet,665000,49950,0.031,2.813,0.036,0.618,0.280,0.106,665.000
E01000210,Barnet 033E,E02000056,Barnet 033,E09000003,Barnet,352500,51120,0.032,2.167,0.028,0.611,0.132,0.213,352.500
E01000211,Barnet 035C,E02000058,Barnet 035,E09000003,Barnet,342500,40730,0.064,2.979,0.041,0.454,0.117,0.332,342.500
E01000212,Barnet 035D,E02000058,Barnet 035,E09000003,Barnet,600000,52340,0.023,3.280,0.015,0.627,0.171,0.188,600.000
E01000213,Barnet 033F,E02000056,Barnet 033,E09000003,Barnet,2193750,68560,0.033,2.000,0.021,0.572,0.142,0.128,2193.750
E01000214,Barnet 038E,E02000061,Barnet 038,E09000003,Barnet,407000,47820,0.040,4.420,0.017,0.671,0.116,0.271,407.000
E01000215,Barnet 037B,E02000060,Barnet 037,E09000003,Barnet,390000,41980,0.044,3.741,0.040,0.409,0.144,0.263,390.000
E01000216,Barnet 035E,E02000058,Barnet 035,E09000003,Barnet,648000,45860,0.058,3.328,0.041,0.491,0.127,0.303,648.000
E01000217,Barnet 035F,E02000058,Barnet 035,E09000003,Barnet,650400,45590,0.046,2.911,0.025,0.397,0.111,0.196,650.400
E01000218,Barnet 037C,E02000060,Barnet 037,E09000003,Barnet,543000,42010,0.050,3.995,0.030,0.432,0.103,0.274,543.000
E01000219,Barnet 037D,E02000060,Barnet 037,E09000003,Barnet,601000,40490,0.081,4.411,0.032,0.358,0.079,0.314,601.000
E01000220,Barnet 037E,E02000060,Barnet 037,E09000003,Barnet,425000,39500,0.050,3.868,0.067,0.389,0.144,0.268,425.000
E01000221,Barnet 039B,E02000062,Barnet 039,E09000003,Barnet,161000,30520,0.118,3.673,0.079,0.258,0.105,0.556,161.000
E01000222,Barnet 040C,E02000063,Barnet 040,E09000003,Barnet,362000,34590,0.096,2.950,0.044,0.307,0.113,0.522,362.000
E01000223,Barnet 039C,E02000062,Barnet 039,E09000003,Barnet,300000,32440,0.086,2.893,0.064,0.270,0.108,0.462,300.000
E01000224,Barnet 040D,E02000063,Barnet 040,E09000003,Barnet,410250,36810,0.087,3.058,0.039,0.350,0.119,0.545,410.250
E01000225,Barnet 037F,E02000060,Barnet 037,E09000003,Barnet,465000,44390,0.043,2.283,0.034,0.378,0.154,0.212,465.000
E01000226,Barnet 018D,E02000041,Barnet 018,E09000003,Barnet,218000,30860,0.087,2.969,0.075,0.237,0.117,0.489,218.000
E01000227,Barnet 018E,E02000041,Barnet 018,E09000003,Barnet,350000,39350,0.052,2.659,0.049,0.357,0.156,0.391,350.000
E01000228,Barnet 007A,E02000030,Barnet 007,E09000003,Barnet,493000,44630,0.035,1.222,0.030,0.412,0.112,0.370,493.000
E01000229,Barnet 013B,E02000036,Barnet 013,E09000003,Barnet,312500,35120,0.096,1.340,0.052,0.286,0.100,0.412,312.500
E01000230,Barnet 013C,E02000036,Barnet 013,E09000003,Barnet,322500,38940,0.038,2.328,0.055,0.350,0.219,0.319,322.500
E01000231,Barnet 013D,E02000036,Barnet 013,E09000003,Barnet,205000,37090,0.062,1.752,0.037,0.373,0.104,0.521,205.000
E01000232,Barnet 013E,E02000036,Barnet 013,E09000003,Barnet,421750,39010,0.055,2.924,0.048,0.405,0.175,0.412,421.750
E01000233,Barnet 013F,E02000036,Barnet 013,E09000003,Barnet,331000,40070,0.039,3.027,0.035,0.421,0.117,0.397,331.000
E01000234,Barnet 021D,E02000044,Barnet 021,E09000003,Barnet,415000,40240,0.054,3.513,0.029,0.474,0.136,0.321,415.000
E01000235,Barnet 021E,E02000044,Barnet 021,E09000003,Barnet,286000,34360,0.080,3.883,0.049,0.326,0.092,0.422,286.000
E01000236,Barnet 034A,E02000057,Barnet 034,E09000003,Barnet,310000,40570,0.060,2.763,0.039,0.408,0.117,0.204,310.000
E01000237,Barnet 032A,E02000055,Barnet 032,E09000003,Barnet,340000,39160,0.039,4.376,0.029,0.457,0.095,0.301,340.000
E01000238,Barnet 034B,E02000057,Barnet 034,E09000003,Barnet,375000,39360,0.078,2.483,0.034,0.407,0.090,0.336,375.000
E01000239,Barnet 031A,E02000054,Barnet 031,E09000003,Barnet,235000,36580,0.067,2.448,0.043,0.446,0.060,0.505,235.000
E01000240,Barnet 031B,E02000054,Barnet 031,E09000003,Barnet,350000,38470,0.063,1.706,0.042,0.379,0.128,0.504,350.000
E01000241,Barnet 031C,E02000054,Barnet 031,E09000003,Barnet,340000,40600,0.044,0.985,0.029,0.464,0.124,0.317,340.000
E01000242,Barnet 032B,E02000055,Barnet 032,E09000003,Barnet,554975,40090,0.057,2.442,0.053,0.397,0.222,0.298,554.975
E01000243,Barnet 032C,E02000055,Barnet 032,E09000003,Barnet,239000,36060,0.053,2.961,0.039,0.440,0.141,0.314,239.000
E01000244,Barnet 032D,E02000055,Barnet 032,E09000003,Barnet,315000,37160,0.040,3.146,0.044,0.399,0.128,0.437,315.000
E01000245,Barnet 032E,E02000055,Barnet 032,E09000003,Barnet,325000,33150,0.073,3.118,0.058,0.322,0.110,0.425,325.000
E01000246,Barnet 002B,E02000025,Barnet 002,E09000003,Barnet,330000,42140,0.040,2.204,0.032,0.455,0.197,0.176,330.000
E01000247,Barnet 002C,E02000025,Barnet 002,E09000003,Barnet,250000,40710,0.060,2.345,0.038,0.455,0.098,0.186,250.000
E01000248,Barnet 001A,E02000024,Barnet 001,E09000003,Barnet,320000,44370,0.056,3.643,0.042,0.477,0.153,0.117,320.000
E01000249,Barnet 001B,E02000024,Barnet 001,E09000003,Barnet,489000,46630,0.038,2.111,0.025,0.489,0.157,0.143,489.000
E01000250,Barnet 001C,E02000024,Barnet 001,E09000003,Barnet,327500,41970,0.039,3.104,0.037,0.433,0.138,0.199,327.500
E01000251,Barnet 002D,E02000025,Barnet 002,E09000003,Barnet,212250,38000,0.054,3.873,0.066,0.383,0.150,0.255,212.250
E01000252,Barnet 002E,E02000025,Barnet 002,E09000003,Barnet,287000,39580,0.062,3.361,0.040,0.415,0.161,0.219,287.000
E01000253,Barnet 007B,E02000030,Barnet 007,E09000003,Barnet,1100000,50290,0.044,1.450,0.063,0.410,0.244,0.213,1100.000
E01000254,Barnet 001D,E02000024,Barnet 001,E09000003,Barnet,406250,45910,0.047,1.581,0.037,0.496,0.203,0.114,406.250
E01000255,Barnet 017A,E02000040,Barnet 017,E09000003,Barnet,326500,37430,0.070,1.488,0.053,0.347,0.160,0.365,326.500
E01000256,Barnet 016A,E02000039,Barnet 016,E09000003,Barnet,323500,43080,0.045,1.820,0.031,0.461,0.139,0.332,323.500
E01000257,Barnet 017B,E02000040,Barnet 017,E09000003,Barnet,265000,33970,0.113,2.996,0.059,0.314,0.106,0.479,265.000
E01000258,Barnet 016B,E02000039,Barnet 016,E09000003,Barnet,420000,43310,0.039,3.506,0.045,0.466,0.161,0.251,420.000
E01000259,Barnet 025D,E02000048,Barnet 025,E09000003,Barnet,365000,40780,0.060,1.944,0.039,0.426,0.115,0.421,365.000
E01000260,Barnet 025E,E02000048,Barnet 025,E09000003,Barnet,286250,39100,0.061,1.771,0.038,0.386,0.095,0.439,286.250
E01000261,Barnet 017C,E02000040,Barnet 017,E09000003,Barnet,552500,42710,0.044,1.967,0.043,0.445,0.212,0.199,552.500
E01000262,Barnet 017D,E02000040,Barnet 017,E09000003,Barnet,390000,39200,0.065,1.784,0.033,0.394,0.107,0.428,390.000
E01000263,Barnet 016C,E02000039,Barnet 016,E09000003,Barnet,760000,51000,0.016,2.039,0.019,0.515,0.137,0.217,760.000
E01000264,Barnet 016D,E02000039,Barnet 016,E09000003,Barnet,290000,39550,0.057,3.842,0.044,0.421,0.114,0.388,290.000
E01000265,Barnet 011A,E02000034,Barnet 011,E09000003,Barnet,220000,35730,0.074,2.749,0.047,0.342,0.114,0.316,220.000
E01000266,Barnet 011B,E02000034,Barnet 011,E09000003,Barnet,609000,44930,0.042,2.537,0.030,0.431,0.174,0.218,609.000
E01000267,Barnet 005A,E02000028,Barnet 005,E09000003,Barnet,375000,42080,0.051,3.001,0.034,0.397,0.136,0.238,375.000
E01000268,Barnet 005B,E02000028,Barnet 005,E09000003,Barnet,226450,39250,0.068,4.120,0.045,0.422,0.140,0.302,226.450
E01000269,Barnet 005C,E02000028,Barnet 005,E09000003,Barnet,344500,41030,0.048,3.462,0.044,0.369,0.172,0.230,344.500
E01000270,Barnet 005D,E02000028,Barnet 005,E09000003,Barnet,248475,42170,0.030,3.709,0.043,0.458,0.176,0.227,248.475
E01000271,Barnet 008A,E02000031,Barnet 008,E09000003,Barnet,340000,42590,0.048,3.146,0.042,0.419,0.214,0.232,340.000
E01000272,Barnet 008B,E02000031,Barnet 008,E09000003,Barnet,870000,48030,0.028,2.992,0.060,0.500,0.231,0.205,870.000
E01000273,Barnet 008C,E02000031,Barnet 008,E09000003,Barnet,320000,39510,0.040,4.069,0.062,0.426,0.202,0.324,320.000
E01000274,Barnet 011C,E02000034,Barnet 011,E09000003,Barnet,291725,36640,0.061,2.897,0.055,0.338,0.121,0.331,291.725
E01000275,Barnet 012A,E02000035,Barnet 012,E09000003,Barnet,330000,41650,0.043,2.816,0.067,0.461,0.208,0.409,330.000
E01000276,Barnet 020A,E02000043,Barnet 020,E09000003,Barnet,572500,49680,0.029,1.988,0.022,0.504,0.145,0.405,572.500
E01000277,Barnet 012B,E02000035,Barnet 012,E09000003,Barnet,299375,37240,0.090,2.493,0.057,0.468,0.173,0.459,299.375
E01000278,Barnet 020B,E02000043,Barnet 020,E09000003,Barnet,605000,48880,0.032,2.220,0.030,0.526,0.153,0.441,605.000
E01000279,Barnet 007C,E02000030,Barnet 007,E09000003,Barnet,700000,56760,0.032,1.503,0.030,0.477,0.208,0.188,700.000
E01000280,Barnet 007D,E02000030,Barnet 007,E09000003,Barnet,830000,51590,0.036,2.653,0.028,0.506,0.180,0.228,830.000
E01000281,Barnet 008D,E02000031,Barnet 008,E09000003,Barnet,225000,38400,0.059,3.231,0.041,0.376,0.125,0.319,225.000
E01000282,Barnet 008E,E02000031,Barnet 008,E09000003,Barnet,450000,44570,0.045,3.546,0.040,0.435,0.163,0.330,450.000
E01000283,Barnet 012C,E02000035,Barnet 012,E09000003,Barnet,705000,48090,0.043,2.051,0.024,0.526,0.175,0.283,705.000
E01000284,Barnet 012D,E02000035,Barnet 012,E09000003,Barnet,295000,38160,0.052,2.832,0.050,0.425,0.144,0.331,295.000
E01000285,Barnet 004A,E02000027,Barnet 004,E09000003,Barnet,250000,35740,0.062,1.982,0.047,0.303,0.143,0.258,250.000
E01000286,Barnet 007E,E02000030,Barnet 007,E09000003,Barnet,245000,35180,0.091,2.177,0.064,0.292,0.167,0.294,245.000
E01000287,Barnet 004B,E02000027,Barnet 004,E09000003,Barnet,268750,33690,0.083,2.000,0.056,0.246,0.145,0.222,268.750
E01000288,Barnet 004C,E02000027,Barnet 004,E09000003,Barnet,345000,37360,0.045,3.116,0.045,0.328,0.138,0.279,345.000
E01000289,Barnet 004D,E02000027,Barnet 004,E09000003,Barnet,235000,30730,0.124,2.333,0.058,0.216,0.099,0.419,235.000
E01000290,Barnet 007F,E02000030,Barnet 007,E09000003,Barnet,437500,37640,0.065,1.740,0.073,0.279,0.225,0.206,437.500
E01000291,Barnet 004E,E02000027,Barnet 004,E09000003,Barnet,277475,31120,0.118,2.092,0.063,0.205,0.117,0.389,277.475
E01000292,Barnet 001E,E02000024,Barnet 001,E09000003,Barnet,295000,39870,0.057,3.071,0.042,0.405,0.217,0.198,295.000
E01000293,Barnet 001F,E02000024,Barnet 001,E09000003,Barnet,420000,43040,0.038,4.473,0.038,0.480,0.159,0.210,420.000
E01000294,Barnet 004F,E02000027,Barnet 004,E09000003,Barnet,347325,37780,0.079,2.928,0.071,0.401,0.224,0.234,347.325
E01000295,Barnet 023B,E02000046,Barnet 023,E09000003,Barnet,515000,42630,0.057,4.138,0.040,0.519,0.132,0.395,515.000
E01000296,Barnet 023C,E02000046,Barnet 023,E09000003,Barnet,273000,40820,0.054,4.474,0.039,0.532,0.105,0.378,273.000
E01000297,Barnet 027D,E02000050,Barnet 027,E09000003,Barnet,266000,37810,0.061,2.667,0.040,0.432,0.098,0.430,266.000
E01000298,Barnet 023D,E02000046,Barnet 023,E09000003,Barnet,304900,40500,0.047,4.049,0.049,0.478,0.140,0.355,304.900
E01000299,Barnet 019A,E02000042,Barnet 019,E09000003,Barnet,220000,37270,0.058,3.775,0.041,0.436,0.130,0.433,220.000
E01000300,Barnet 019B,E02000042,Barnet 019,E09000003,Barnet,317500,39840,0.036,3.317,0.043,0.490,0.132,0.359,317.500
E01000301,Barnet 020C,E02000043,Barnet 020,E09000003,Barnet,495000,47310,0.043,3.485,0.041,0.522,0.146,0.406,495.000
E01000302,Barnet 019C,E02000042,Barnet 019,E09000003,Barnet,250000,38020,0.076,4.108,0.058,0.470,0.128,0.432,250.000
E01000303,Barnet 020D,E02000043,Barnet 020,E09000003,Barnet,600000,46800,0.046,2.962,0.041,0.541,0.140,0.422,600.000
E01000304,Barnet 020E,E02000043,Barnet 020,E09000003,Barnet,273000,42740,0.077,3.053,0.027,0.539,0.094,0.308,273.000
E01000305,Barnet 036B,E02000059,Barnet 036,E09000003,Barnet,250000,31930,0.089,3.477,0.058,0.300,0.119,0.597,250.000
E01000306,Barnet 036C,E02000059,Barnet 036,E09000003,Barnet,330000,33650,0.041,3.409,0.047,0.322,0.110,0.632,330.000
E01000307,Barnet 039D,E02000062,Barnet 039,E09000003,Barnet,280000,32740,0.081,1.888,0.054,0.255,0.128,0.554,280.000
E01000308,Barnet 036D,E02000059,Barnet 036,E09000003,Barnet,250000,29840,0.147,3.252,0.087,0.214,0.123,0.515,250.000
E01000309,Barnet 031D,E02000054,Barnet 031,E09000003,Barnet,331000,39690,0.050,4.065,0.037,0.428,0.121,0.507,331.000
E01000310,Barnet 034C,E02000057,Barnet 034,E09000003,Barnet,392125,36760,0.063,4.076,0.055,0.373,0.142,0.422,392.125
E01000311,Barnet 034D,E02000057,Barnet 034,E09000003,Barnet,655000,45520,0.050,3.554,0.019,0.442,0.117,0.195,655.000
E01000312,Barnet 036E,E02000059,Barnet 036,E09000003,Barnet,245000,31590,0.080,2.748,0.062,0.311,0.070,0.532,245.000
E01000313,Barnet 036F,E02000059,Barnet 036,E09000003,Barnet,250000,32980,0.069,3.982,0.046,0.327,0.090,0.597,250.000
E01000314,Barnet 032F,E02000055,Barnet 032,E09000003,Barnet,335000,39470,0.056,4.659,0.036,0.442,0.114,0.513,335.000
E01000315,Barnet 022F,E02000045,Barnet 022,E09000003,Barnet,285000,32690,0.089,2.515,0.086,0.225,0.107,0.405,285.000
E01000316,Barnet 027E,E02000050,Barnet 027,E09000003,Barnet,250000,35890,0.081,2.729,0.056,0.444,0.085,0.486,250.000
E01000317,Barnet 019D,E02000042,Barnet 019,E09000003,Barnet,286000,38620,0.063,3.901,0.056,0.475,0.159,0.418,286.000
E01000318,Barnet 019E,E02000042,Barnet 019,E09000003,Barnet,405000,38780,0.062,3.150,0.047,0.377,0.152,0.451,405.000
E01000319,Barnet 027F,E02000050,Barnet 027,E09000003,Barnet,290000,40530,0.043,2.753,0.041,0.447,0.125,0.309,290.000
E01000320,Barnet 011D,E02000034,Barnet 011,E09000003,Barnet,462500,40440,0.060,2.147,0.040,0.467,0.193,0.281,462.500
E01000321,Barnet 012E,E02000035,Barnet 012,E09000003,Barnet,293750,38110,0.049,2.666,0.052,0.465,0.119,0.316,293.750
E01000322,Barnet 011E,E02000034,Barnet 011,E09000003,Barnet,233000,37200,0.055,2.274,0.055,0.429,0.152,0.302,233.000
E01000323,Barnet 019F,E02000042,Barnet 019,E09000003,Barnet,220000,35900,0.063,3.631,0.046,0.415,0.145,0.423,220.000
E01000324,Barnet 015F,E02000038,Barnet 015,E09000003,Barnet,405000,39450,0.054,2.862,0.042,0.382,0.141,0.299,405.000
E01000325,Bexley 014A,E02000078,Bexley 014,E09000004,Bexley,262500,41550,0.045,3.203,0.029,0.212,0.161,0.064,262.500
E01000326,Bexley 014B,E02000078,Bexley 014,E09000004,Bexley,177500,39320,0.026,2.133,0.031,0.208,0.114,0.103,177.500
E01000327,Bexley 017A,E02000081,Bexley 017,E09000004,Bexley,265000,39760,0.034,4.115,0.037,0.208,0.216,0.089,265.000
E01000328,Bexley 017B,E02000081,Bexley 017,E09000004,Bexley,249500,37910,0.055,2.132,0.042,0.193,0.184,0.075,249.500
E01000329,Bexley 017C,E02000081,Bexley 017,E09000004,Bexley,227500,36970,0.067,3.741,0.046,0.218,0.180,0.103,227.500
E01000330,Bexley 017D,E02000081,Bexley 017,E09000004,Bexley,197500,35320,0.064,4.885,0.062,0.203,0.235,0.108,197.500
E01000331,Bexley 017E,E02000081,Bexley 017,E09000004,Bexley,225000,34450,0.073,1.706,0.065,0.167,0.175,0.145,225.000
E01000332,Bexley 005A,E02000069,Bexley 005,E09000004,Bexley,148000,34560,0.058,2.813,0.060,0.235,0.207,0.241,148.000
E01000333,Bexley 003A,E02000067,Bexley 003,E09000004,Bexley,155000,32850,0.071,2.247,0.073,0.174,0.172,0.157,155.000
E01000334,Bexley 006A,E02000070,Bexley 006,E09000004,Bexley,227500,36500,0.049,2.130,0.042,0.189,0.163,0.214,227.500
E01000335,Bexley 003B,E02000067,Bexley 003,E09000004,Bexley,161000,32090,0.111,3.568,0.057,0.230,0.093,0.393,161.000
E01000336,Bexley 003C,E02000067,Bexley 003,E09000004,Bexley,122500,30950,0.103,3.178,0.064,0.240,0.085,0.436,122.500
E01000337,Bexley 003D,E02000067,Bexley 003,E09000004,Bexley,155000,34720,0.080,2.380,0.031,0.217,0.097,0.253,155.000
E01000338,Bexley 003E,E02000067,Bexley 003,E09000004,Bexley,170000,34180,0.054,2.812,0.043,0.247,0.089,0.260,170.000
E01000339,Bexley 025A,E02000089,Bexley 025,E09000004,Bexley,265000,39380,0.053,2.321,0.056,0.199,0.192,0.074,265.000
E01000340,Bexley 018A,E02000082,Bexley 018,E09000004,Bexley,225500,37740,0.038,1.434,0.061,0.192,0.192,0.082,225.500
E01000341,Bexley 022A,E02000086,Bexley 022,E09000004,Bexley,212500,40040,0.037,1.775,0.036,0.172,0.228,0.068,212.500
E01000342,Bexley 022B,E02000086,Bexley 022,E09000004,Bexley,215000,39940,0.039,1.898,0.034,0.189,0.147,0.065,215.000
E01000343,Bexley 022C,E02000086,Bexley 022,E09000004,Bexley,245000,40410,0.051,2.464,0.031,0.178,0.149,0.073,245.000
E01000344,Bexley 025B,E02000089,Bexley 025,E09000004,Bexley,246000,40310,0.034,2.325,0.042,0.214,0.183,0.069,246.000
E01000345,Bexley 022D,E02000086,Bexley 022,E09000004,Bexley,241500,41970,0.023,2.126,0.031,0.206,0.129,0.084,241.500
